"first_name","last_name","gender","past_3_years_bike_related_purchases","dob","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation","Rank","Value","age","age_category"
"Sandor","Stirland","Male",67,"1981-05-26","Web Developer IV","Manufacturing","High Net Worth","N","No",12,"48578 Farmco Park","3235","VIC","Australia","10","349","0.99",42,"Middle adults"
"Gallagher","Bromell","Male",18,"1956-12-02","Assistant Manager","n/a","Mass Customer","N","No",17,"91634 Badeau Crossing","4556","QLD","Australia","8","349","0.99",67,"Seniors"
"Murial","Bulloch","Female",59,"1964-10-01",NULL,"Financial Services","Mass Customer","N","No",13,"391 Old Shore Lane","2011","NSW","Australia","6","349","0.99",59,"Mature adults"
"Giulietta","Garbott","Female",59,"2002-02-27","Technical Writer","n/a","Affluent Customer","N","Yes",14,"48297 Stuart Circle","3810","VIC","Australia","5","355","0.98",21,"Young adults"
"Kaylyn","Jakaway","Female",45,"1980-07-30","Registered Nurse","Health","Affluent Customer","N","No",10,"67 Heath Circle","2290","NSW","Australia","8","356","0.98",43,"Middle adults"
"Brynn","Goodyear","Female",30,"1944-11-10","Human Resources Manager","Health","Mass Customer","N","Yes",11,"3 Sheridan Lane","3075","VIC","Australia","7","356","0.98",79,"Seniors"
"Otis",NULL,"Male",59,"1971-01-11","Electrical Engineer","Manufacturing","Affluent Customer","N","No",12,"04 Oakridge Plaza","2075","NSW","Australia","11","358","0.98",52,"Middle adults"
"Pace","Clemonts","Male",99,"1990-07-28","Media Manager IV","Retail","High Net Worth","N","No",10,"335 Cambridge Hill","3122","VIC","Australia","7","358","0.98",33,"Young adults"
"Muffin","Grigolon","Male",7,"1979-10-31","Senior Editor","Telecommunications","Mass Customer","N","No",12,"4597 Marcy Point","2232","NSW","Australia","10","361","0.98",44,"Middle adults"
"Allsun","Biner","Female",67,"1997-12-26","Nurse Practicioner","Financial Services","Mass Customer","N","Yes",10,"9 Walton Way","2641","NSW","Australia","2","361","0.98",26,"Young adults"
"Kenneth","Elleyne","Male",13,"1957-09-03","Technical Writer","Financial Services","Mass Customer","N","No",13,"27429 Dottie Plaza","3145","VIC","Australia","11","361","0.98",66,"Seniors"
"Clotilda","Southers","Female",62,"1999-11-08","Computer Systems Analyst II","Financial Services","Mass Customer","N","Yes",15,"42 Donald Hill","2323","NSW","Australia","4","361","0.98",24,"Young adults"
"Augustus","Bourley","Male",60,"1981-08-17",NULL,"Health","Affluent Customer","N","No",18,"3 Hoepker Parkway","4152","QLD","Australia","10","366","0.98",42,"Middle adults"
"Daisi","Tinwell","Female",84,"1971-12-24","Business Systems Development Analyst","Financial Services","Mass Customer","N","No",11,"19561 Express Street","2777","NSW","Australia","8","366","0.98",52,"Middle adults"
"Gerik","Woodroof","Male",18,"1959-06-13","Paralegal","Financial Services","High Net Worth","N","Yes",9,"41 Kropf Road","3175","VIC","Australia","7","366","0.98",64,"Mature adults"
"Claresta","MacConnulty","Female",6,"1957-10-01","Recruiting Manager","n/a","Mass Customer","N","Yes",20,"0516 Fremont Point","2026","NSW","Australia","9","366","0.98",66,"Seniors"
"Arty","Fontelles","Male",50,"1994-10-21","Help Desk Technician","IT","High Net Worth","N","No",4,"7872 South Junction","3197","VIC","Australia","4","370","0.97",29,"Young adults"
"Giulia","Hazart","Female",57,"1978-08-02","Help Desk Technician","n/a","Mass Customer","N","No",11,"81 Donald Parkway","4218","QLD","Australia","11","371","0.97",45,"Middle adults"
"Whit","Emloch","Male",30,"1963-08-20","Food Chemist","Health","Mass Customer","N","Yes",6,"105 Carpenter Court","2220","NSW","Australia","9","372","0.97",60,"Mature adults"
"Rowan","Summerly","Male",4,"1974-07-05","Librarian","Entertainment","Mass Customer","N","No",9,"58231 Tomscot Plaza","2209","NSW","Australia","10","372","0.97",49,"Middle adults"
"Ian","Rabat","Male",54,"1975-08-04","Web Designer I","Financial Services","Affluent Customer","N","No",11,"3 Loeprich Point","3204","VIC","Australia","11","372","0.97",48,"Middle adults"
"Reginald","Jermy","Male",7,"1960-09-12","Director of Sales","n/a","High Net Worth","N","Yes",20,"540 Katie Street","4128","QLD","Australia","8","375","0.96",63,"Mature adults"
"Link","Gorini","Male",60,"1974-11-09",NULL,"IT","High Net Worth","N","No",10,"9495 Jenna Way","4600","QLD","Australia","2","375","0.96",49,"Middle adults"
"Harriet","Brattan","Female",81,"1986-12-03","Human Resources Assistant I","Financial Services","High Net Worth","N","No",2,"66 Ruskin Parkway","3579","VIC","Australia","1","378","0.96",37,"Middle adults"
"Sada","Branton","Female",34,"1974-06-24","Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",14,"9736 Mitchell Pass","3199","VIC","Australia","6","378","0.96",49,"Middle adults"
"Jenelle","Mc-Kerley","Female",40,"1942-01-23","Data Coordiator","Financial Services","Mass Customer","N","Yes",16,"9 Springview Terrace","4068","QLD","Australia","5","378","0.96",81,"Seniors"
"Gabrila","Toopin","Female",7,"1963-01-14","Junior Executive","Manufacturing","Mass Customer","N","No",12,"1914 Oakridge Place","2456","NSW","Australia","6","378","0.96",60,"Mature adults"
"Almira","Mangion","Female",4,"1996-01-24","VP Product Management","Financial Services","Affluent Customer","N","Yes",2,"179 Anzinger Center","2230","NSW","Australia","12","382","0.95",27,"Young adults"
"Arty","Strudwick","Male",85,"1964-01-31","Data Coordiator","Health","Mass Customer","N","Yes",8,"62 Melrose Court","2211","NSW","Australia","10","382","0.95",59,"Mature adults"
"Alexa","Dillet","Female",65,"1944-10-05","Product Engineer","Entertainment","Affluent Customer","N","No",17,"84650 Novick Point","2261","NSW","Australia","7","382","0.95",79,"Seniors"
"Palmer","Heaven","Male",82,"1995-05-18","Staff Scientist","Financial Services","Affluent Customer","N","Yes",9,"5 Hoard Parkway","3754","VIC","Australia","6","382","0.95",28,"Young adults"
"Porter","Buckenhill","Male",46,"1954-06-14","Help Desk Operator","Manufacturing","High Net Worth","N","Yes",9,"376 Talmadge Street","4124","QLD","Australia","7","386","0.95",69,"Seniors"
"Kizzee","Kemston","Female",11,"1961-09-29",NULL,"Health","Mass Customer","N","No",13,"5979 Green Ridge Way","2767","NSW","Australia","8","386","0.95",62,"Mature adults"
"Isadora","Ducker","Female",15,"1973-08-25","Account Executive","n/a","Affluent Customer","N","Yes",8,"2972 Holy Cross Crossing","3153","VIC","Australia","5","386","0.95",50,"Middle adults"
"Giffie","Offill","Male",51,"1993-03-02","Structural Engineer","Telecommunications","Affluent Customer","N","No",5,"89 Riverside Court","4740","QLD","Australia","3","386","0.95",30,"Young adults"
"Fara","Sarath","Female",75,"1948-06-30","Quality Control Specialist","n/a","Mass Customer","N","No",22,"540 Forest Run Plaza","2168","NSW","Australia","7","386","0.95",75,"Seniors"
"Carolann","Raatz","Female",25,"1979-02-26","Chief Design Engineer","n/a","High Net Worth","N","No",21,"817 Bunker Hill Place","3977","VIC","Australia","6","386","0.95",44,"Middle adults"
"Tamar","Windmill","Female",92,"1939-08-28","Senior Editor","Manufacturing","Affluent Customer","N","No",10,"4669 Troy Place","2207","NSW","Australia","10","386","0.95",84,"Seniors"
"Kipp","Stockport","Male",36,"1982-12-10","Data Coordiator","Retail","Mass Customer","N","Yes",6,"02 Roth Drive","2022","NSW","Australia","11","386","0.95",41,"Middle adults"
"Lura","Fawdrie","Female",66,"2002-01-17","VP Sales","Health","Mass Customer","N","Yes",4,"67183 Anniversary Parkway","4211","QLD","Australia","3","396","0.94",21,"Young adults"
"Nora","Anselm","Female",84,"1961-01-05",NULL,"Entertainment","High Net Worth","N","Yes",15,"2 Emmet Parkway","4342","QLD","Australia","5","396","0.94",62,"Mature adults"
"Estevan","Eastment","Male",54,"1942-08-09","Environmental Specialist","Health","Mass Customer","N","Yes",21,"61926 Tomscot Hill","2019","NSW","Australia","8","396","0.94",81,"Seniors"
"Aloysius","Glowacz","Male",72,"1979-03-24","Financial Advisor","Financial Services","Affluent Customer","N","No",18,"07 Susan Lane","2232","NSW","Australia","10","396","0.94",44,"Middle adults"
"Bastien","Ibbeson","Male",53,"1976-11-04","Software Consultant","IT","Mass Customer","N","No",12,"43094 Kedzie Pass","2487","NSW","Australia","5","401","0.94",47,"Middle adults"
"Otha","Langworthy","Female",91,"1967-01-20","Senior Financial Analyst","Financial Services","Mass Customer","N","Yes",13,"678 Lyons Trail","3130","VIC","Australia","10","401","0.94",56,"Mature adults"
"Gannie","Bargh","Male",56,"1955-02-13","Analyst Programmer","n/a","Mass Customer","N","Yes",13,"1832 Burning Wood Place","3201","VIC","Australia","7","401","0.94",68,"Seniors"
"Dwayne","Doel","Male",80,"1978-01-21","Cost Accountant","Financial Services","Affluent Customer","N","Yes",17,"5642 Debs Terrace","2223","NSW","Australia","11","401","0.94",45,"Middle adults"
"Leese","Huckleby","Female",67,"1977-09-10","Help Desk Operator","Manufacturing","High Net Worth","N","Yes",16,"73 Riverside Trail","3777","VIC","Australia","7","405","0.93",46,"Middle adults"
"Dodi","Kiggel","Female",5,"1980-08-15",NULL,"Financial Services","Mass Customer","N","Yes",13,"05 Everett Trail","2114","NSW","Australia","11","405","0.93",43,"Middle adults"
"Kippar","Brimilcome","Male",21,"1938-11-29","Graphic Designer","Health","Mass Customer","N","No",19,"082 Welch Lane","2089","NSW","Australia","11","405","0.93",85,"Seniors"
"Corinna","Beretta","Female",24,"1996-02-29","Programmer III","Health","High Net Worth","N","No",12,"72 Mccormick Circle","3023","VIC","Australia","7","408","0.93",27,"Young adults"
"Laurie","Odlin","Female",75,"1983-03-08","Social Worker","Health","High Net Worth","N","No",10,"15669 Arizona Trail","3194","VIC","Australia","10","409","0.93",40,"Middle adults"
"Mair","Erett","Female",15,"1957-12-05","Speech Pathologist","n/a","Affluent Customer","N","No",18,"79 Armistice Parkway","2117","NSW","Australia","7","409","0.93",66,"Seniors"
"Marcelia","Copins","Female",81,"1946-03-15",NULL,"n/a","Mass Customer","N","Yes",21,"330 Melby Terrace","2259","NSW","Australia","8","409","0.93",77,"Seniors"
"Tanner","Terlinden","Male",84,"1995-12-09","Nuclear Power Engineer","Manufacturing","Mass Customer","N","No",14,"2637 Monument Trail","3106","VIC","Australia","11","409","0.93",28,"Young adults"
"Hilliard","Dullard","Male",65,"1954-07-18","Civil Engineer","Manufacturing","Mass Customer","N","No",17,"37919 Old Gate Park","2163","NSW","Australia","8","409","0.93",69,"Seniors"
"Justinn","Haruard","Female",48,"1958-08-28","Health Coach IV","Health","High Net Worth","N","No",11,"00 Judy Terrace","2035","NSW","Australia","12","414","0.92",65,"Seniors"
"Wyn","Meach","Male",37,"1938-09-10",NULL,"Manufacturing","Mass Customer","N","No",9,"79 Armistice Junction","2765","NSW","Australia","9","415","0.92",85,"Seniors"
"Dennis","Varnham","Male",57,"1953-05-17","Assistant Media Planner","Entertainment","Affluent Customer","N","No",17,"6455 Mayfield Street","3350","VIC","Australia","3","415","0.92",70,"Seniors"
"Freddi","Litherborough","Female",46,"1989-01-14","Product Engineer","Financial Services","Mass Customer","N","No",7,"7873 Meadow Vale Plaza","2460","NSW","Australia","3","418","0.92",34,"Young adults"
"Salomon","Perkins","Male",76,"1998-01-12","Engineer IV","Financial Services","Affluent Customer","N","Yes",1,"45 Banding Hill","2009","NSW","Australia","10","419","0.92",25,"Young adults"
"Sherill",NULL,"Female",33,"1991-12-18","Information Systems Manager","Financial Services","Mass Customer","N","No",3,"53 Moulton Avenue","2880","NSW","Australia","1","420","0.91",32,"Young adults"
"Queenie","Learie","Female",90,"1948-01-24",NULL,"Property","Mass Customer","N","No",12,"7 Sauthoff Park","2073","NSW","Australia","11","420","0.91",75,"Seniors"
"Donaugh","Benedict","Male",3,"1991-12-01","Systems Administrator III","Property","Mass Customer","N","No",12,"30049 Brown Road","2233","NSW","Australia","9","420","0.91",32,"Young adults"
"Harwell","Kleinstein","Male",87,"1993-10-18","Sales Representative","Retail","Affluent Customer","N","No",15,"7 Huxley Trail","3818","VIC","Australia","5","420","0.91",30,"Young adults"
"Cheston","Hritzko","Male",70,"1945-11-08","Software Engineer III","Manufacturing","Mass Customer","N","Yes",19,"3 Service Center","2127","NSW","Australia","9","420","0.91",78,"Seniors"
"Suzy","Trounson","Female",13,"1947-07-19","Senior Financial Analyst","Financial Services","Mass Customer","N","Yes",20,"0627 Golf Center","4152","QLD","Australia","9","420","0.91",76,"Seniors"
"Jobie","Runacres","Female",96,"1975-01-08","Developer IV","n/a","Mass Customer","N","Yes",18,"24960 Shopko Crossing","2528","NSW","Australia","7","427","0.91",48,"Middle adults"
"Guenna","Filisov","Female",52,"1969-02-09","Chemical Engineer","Manufacturing","High Net Worth","N","No",13,"43 Stoughton Drive","2154","NSW","Australia","9","427","0.91",54,"Middle adults"
"Opal","Cleare","Female",6,"1977-09-26","Database Administrator II","Property","Affluent Customer","N","Yes",20,"247 Blue Bill Park Parkway","2066","NSW","Australia","9","429","0.91",46,"Middle adults"
"Ottilie","Wanless","Female",51,"1940-11-10","Environmental Specialist","n/a","Affluent Customer","N","No",8,"2 David Pass","2720","NSW","Australia","4","430","0.91",83,"Seniors"
"Marilin","Frome","Female",58,"1975-12-22","Account Executive","IT","Mass Customer","N","Yes",17,"52 Bobwhite Court","2219","NSW","Australia","9","430","0.91",48,"Middle adults"
"Arel","Abramovitz","Male",72,"1957-11-12","Nurse Practicioner","Health","Mass Customer","N","No",16,"32249 Sycamore Way","4650","QLD","Australia","4","433","0.91",66,"Seniors"
"Kit","Easdon","Male",61,"1978-10-26","Director of Sales","Property","Affluent Customer","N","No",12,"3 Roth Junction","3156","VIC","Australia","8","433","0.91",45,"Middle adults"
"Skipp","Swales","Male",15,"1973-11-14","Community Outreach Specialist","Entertainment","High Net Worth","N","Yes",22,"76 Green Ridge Drive","3029","VIC","Australia","7","436","0.90",50,"Middle adults"
"Frederich","Glantz","Male",37,"1997-08-27","Nuclear Power Engineer","Manufacturing","High Net Worth","N","Yes",10,"9 Glacier Hill Circle","2762","NSW","Australia","8","436","0.90",26,"Young adults"
"Rodolph","Denniss","Male",28,"1974-08-07","Geologist III","Property","Affluent Customer","N","Yes",7,"91281 Transport Center","3356","VIC","Australia","2","436","0.90",49,"Middle adults"
"Craggie","Dering","Male",47,"1952-10-05","Actuary","Financial Services","Mass Customer","N","No",7,"11 Paget Road","2125","NSW","Australia","10","436","0.90",71,"Seniors"
"Giralda","MacPeake","Female",59,"1941-04-04","Librarian","Entertainment","High Net Worth","N","Yes",14,"6 Killdeer Way","2705","NSW","Australia","1","441","0.90",82,"Seniors"
"Rodney","Trethewey","Male",16,"1997-03-17","Software Consultant","Financial Services","Affluent Customer","N","No",15,"737 Service Lane","3030","VIC","Australia","8","441","0.90",26,"Young adults"
"Claudell","Rounsefell","Male",67,"1993-11-27","VP Sales","Financial Services","Affluent Customer","N","No",8,"61416 Karstens Place","4217","QLD","Australia","5","444","0.90",30,"Young adults"
"Garwin","Nurden","Male",54,"1958-04-19","Programmer I","Property","High Net Worth","N","Yes",5,"0 Union Parkway","3142","VIC","Australia","11","444","0.90",65,"Seniors"
"Bunny","Leebetter","Female",83,"1966-04-30","Quality Engineer","Manufacturing","High Net Worth","N","Yes",8,"4 Lukken Lane","4301","QLD","Australia","4","444","0.90",57,"Mature adults"
"Matias","Melloi","Male",61,"1977-02-03","Legal Assistant","Retail","Affluent Customer","N","No",11,"1507 Schlimgen Trail","2155","NSW","Australia","10","444","0.90",46,"Middle adults"
"Sada","Dowyer","Female",47,"1998-11-22","Human Resources Manager","n/a","High Net Worth","N","Yes",3,"4 Meadow Ridge Place","2090","NSW","Australia","10","450","0.90",25,"Young adults"
"Anet","Roseman","Female",84,"1996-11-24","Programmer Analyst III","Financial Services","Mass Customer","N","No",9,"31 Melody Circle","3814","VIC","Australia","4","450","0.90",27,"Young adults"
"Katie","Warhurst","Female",0,"1991-12-02","Help Desk Operator","Retail","High Net Worth","N","Yes",14,"96 Rutledge Drive","3064","VIC","Australia","5","450","0.90",32,"Young adults"
"Celia","Bryden","Female",12,"1943-04-06","Chemical Engineer","Manufacturing","High Net Worth","N","No",21,"2905 Towne Place","2114","NSW","Australia","9","450","0.90",80,"Seniors"
"Stearne","Trolley","Male",42,"1982-02-01","Automation Specialist IV","Financial Services","High Net Worth","N","No",14,"638 Caliangt Avenue","2137","NSW","Australia","11","450","0.90",41,"Middle adults"
"Tristam","Larose","Male",70,"1985-01-29","VP Accounting","Financial Services","Mass Customer","N","No",17,"9645 Moose Terrace","2137","NSW","Australia","11","455","0.89",38,"Middle adults"
"Laurena",NULL,"Female",21,"1961-07-31","VP Sales","n/a","High Net Worth","N","No",10,"7 Messerschmidt Crossing","3810","VIC","Australia","6","455","0.89",62,"Mature adults"
